Date,Time,NewPosts,NewComments
10-23-2022,22:00:25,0,0
10-23-2022,22:30:26,8,102
10-23-2022,23:00:26,6,139
10-24-2022,01:12:25,0,0
10-24-2022,01:42:25,12,54
10-24-2022,02:12:27,2,7
10-24-2022,02:42:27,5,36
10-24-2022,03:12:27,1,1
10-24-2022,03:42:28,1,1
10-24-2022,04:12:28,0,0
10-24-2022,04:42:29,0,1
10-24-2022,05:12:29,3,8
10-24-2022,05:42:29,0,0
10-24-2022,06:12:30,0,0
10-24-2022,06:42:30,0,0
10-24-2022,07:12:31,0,0
10-24-2022,07:42:31,1,6
10-24-2022,08:12:31,12,79
10-24-2022,08:42:32,3,9
10-24-2022,09:12:32,6,15
10-24-2022,09:42:33,0,7
10-24-2022,10:12:33,2,18
10-24-2022,10:42:33,5,42
10-24-2022,11:12:34,5,23
10-24-2022,11:42:34,7,76
10-24-2022,12:12:32,3,12
10-24-2022,12:42:35,4,15
10-24-2022,13:12:35,5,26
10-24-2022,13:42:36,5,25
10-24-2022,14:12:36,2,38
10-24-2022,14:42:36,4,4
10-24-2022,15:12:37,6,15
10-24-2022,15:42:37,8,26
10-24-2022,16:12:37,3,29
10-24-2022,16:42:38,1,10
10-24-2022,17:12:39,5,20
10-24-2022,17:42:39,5,23
10-24-2022,18:12:40,7,18
10-24-2022,18:42:40,1,15
10-24-2022,19:12:41,3,22
10-24-2022,19:42:41,4,14
10-24-2022,20:12:41,3,10
10-24-2022,20:42:42,5,19
10-24-2022,21:12:42,9,15
10-24-2022,21:42:43,7,20
10-24-2022,22:12:43,5,18
10-24-2022,22:42:43,3,33
10-24-2022,23:12:44,7,27
10-24-2022,23:42:55,0,0
10-25-2022,00:08:15,0,0
10-25-2022,00:38:16,5,15
10-25-2022,01:08:16,5,15
10-25-2022,01:38:16,0,2
10-25-2022,02:08:17,2,9
10-25-2022,02:38:17,2,0
10-25-2022,03:08:18,0,1
10-25-2022,03:38:18,1,0
10-25-2022,04:08:19,0,0
10-25-2022,04:38:19,0,0
10-25-2022,05:08:19,0,4
10-25-2022,05:38:20,0,0
10-25-2022,06:08:20,0,2
10-25-2022,06:38:21,6,26
10-25-2022,07:08:21,0,0
10-25-2022,07:38:21,2,71
10-25-2022,08:08:22,1,8
10-25-2022,08:38:22,5,38
10-25-2022,09:08:23,1,10
10-25-2022,09:38:23,2,14
10-25-2022,10:08:23,3,7
10-25-2022,10:38:24,2,13
10-25-2022,11:08:24,3,25
10-25-2022,11:38:25,6,5
10-25-2022,12:08:25,1,5
10-25-2022,12:38:25,3,19
10-25-2022,13:08:26,7,16
10-25-2022,13:38:26,3,17
10-25-2022,14:08:27,5,18
10-25-2022,14:38:27,4,15
10-25-2022,15:08:25,0,11
10-25-2022,15:38:28,5,28
10-25-2022,16:08:28,6,38
10-25-2022,16:38:29,2,27
10-25-2022,17:08:29,7,18
10-25-2022,17:38:30,3,17
10-25-2022,18:08:30,5,37
10-25-2022,18:38:31,5,12
10-25-2022,19:08:31,8,37
10-25-2022,19:38:31,2,21
10-25-2022,20:08:32,4,33
10-25-2022,20:38:43,3,29
10-25-2022,21:08:43,4,19
10-25-2022,21:38:43,5,13
10-25-2022,22:08:44,4,16
10-25-2022,22:38:44,4,16
10-25-2022,23:08:45,10,27
10-25-2022,23:38:45,7,21
10-26-2022,00:08:46,6,37
10-26-2022,00:30:29,0,0
10-26-2022,01:00:29,5,21
10-26-2022,01:30:30,6,61
10-26-2022,02:00:31,2,19
10-26-2022,02:30:31,0,1
10-26-2022,03:00:32,1,2
10-26-2022,03:30:32,0,1
10-26-2022,04:00:33,3,22
10-26-2022,04:30:34,0,2
10-26-2022,05:00:34,10,79
10-26-2022,05:30:35,0,3
10-26-2022,06:00:36,0,1
10-26-2022,06:30:36,0,1
10-26-2022,07:00:37,0,1
10-26-2022,07:30:38,0,1
10-26-2022,08:00:39,0,1
10-26-2022,08:30:39,2,1
10-26-2022,09:00:40,6,45
10-26-2022,09:30:41,4,21
10-26-2022,10:00:45,5,10
10-26-2022,10:30:46,8,26
10-26-2022,11:00:53,7,104
10-26-2022,11:30:54,1,17
10-26-2022,12:00:54,6,42
10-26-2022,12:30:55,1,9
10-26-2022,13:00:56,2,28
10-26-2022,13:30:56,4,20
10-26-2022,14:00:57,6,18
10-26-2022,14:30:58,8,12
10-26-2022,15:01:24,2,5
10-26-2022,15:31:24,3,5
10-26-2022,16:01:25,2,9
10-26-2022,16:31:26,7,17
10-26-2022,17:01:26,6,33
10-26-2022,17:31:27,4,19
10-26-2022,18:01:27,4,15
10-26-2022,18:31:28,5,15
10-26-2022,19:01:29,2,26
10-26-2022,19:31:29,8,21
10-26-2022,20:01:30,5,17
10-26-2022,20:31:31,5,15
10-26-2022,21:01:32,5,29
10-26-2022,21:31:33,1,30
10-26-2022,22:01:34,1,40
10-27-2022,10:36:01,0,0
10-27-2022,11:06:02,11,112
10-27-2022,11:36:03,3,16
10-27-2022,12:06:03,12,122
10-27-2022,12:36:05,3,5
10-27-2022,13:06:05,5,19
10-27-2022,13:36:06,5,9
10-27-2022,14:06:06,1,10
10-27-2022,14:36:07,3,24
10-27-2022,15:06:08,8,31
10-27-2022,15:36:08,2,23
10-27-2022,16:06:09,1,26
10-27-2022,16:36:09,10,19
10-27-2022,17:06:09,3,23
10-27-2022,17:36:10,7,50
10-27-2022,18:06:11,6,21
10-27-2022,18:36:11,7,27
10-27-2022,19:06:12,2,18
10-27-2022,19:36:13,6,9
10-27-2022,20:06:14,2,16
10-27-2022,20:36:14,7,42
10-27-2022,21:06:15,3,23
10-27-2022,21:36:15,4,34
10-27-2022,22:06:16,2,29
10-27-2022,22:36:16,4,27
10-27-2022,23:06:17,6,15
10-27-2022,23:36:17,3,21
10-28-2022,00:00:24,0,0
10-28-2022,00:30:25,12,64
10-28-2022,01:00:25,9,29
10-28-2022,01:30:25,2,6
10-28-2022,02:00:26,2,16
10-28-2022,02:30:26,0,2
10-28-2022,03:00:27,0,1
10-28-2022,03:30:27,0,0
10-28-2022,04:00:27,0,0
10-28-2022,04:30:26,0,2
10-28-2022,05:00:28,0,0
10-28-2022,05:30:29,3,49
10-28-2022,06:00:29,0,0
10-28-2022,06:30:30,0,0
10-28-2022,07:00:30,0,3
10-28-2022,07:30:31,0,1
10-28-2022,08:00:31,0,2
10-28-2022,08:30:31,3,7
10-28-2022,09:00:32,1,10
10-28-2022,09:30:32,8,56
10-28-2022,10:00:33,4,14
10-28-2022,10:30:33,1,10
10-28-2022,11:00:34,3,10
10-28-2022,11:30:34,1,14
10-28-2022,12:00:35,4,25
10-28-2022,12:30:35,0,11
10-28-2022,13:00:36,5,30
10-28-2022,13:30:36,0,9
10-28-2022,14:00:37,8,62
10-28-2022,14:30:37,1,31
10-28-2022,15:00:38,7,23
10-28-2022,15:30:38,7,39
10-28-2022,16:00:38,2,10
10-28-2022,16:30:39,1,11
10-28-2022,17:00:39,5,18
10-28-2022,17:30:40,6,26
10-28-2022,18:00:40,2,21
10-28-2022,18:30:40,2,9
10-28-2022,19:00:41,6,11
10-28-2022,19:30:41,3,12
10-28-2022,20:00:42,2,6
10-28-2022,20:30:43,2,15
10-28-2022,21:00:44,2,9
10-28-2022,21:30:44,3,20
10-28-2022,22:00:45,1,4
10-28-2022,22:30:45,3,7
10-28-2022,23:00:46,3,15
10-28-2022,23:30:46,3,9
10-29-2022,00:00:46,15,68
10-29-2022,00:30:50,13,65
10-29-2022,01:00:51,2,19
10-29-2022,01:30:51,6,31
10-29-2022,02:00:51,0,4
10-29-2022,02:30:52,1,4
10-29-2022,03:00:53,1,0
10-29-2022,03:30:53,2,31
10-29-2022,04:00:54,2,3
10-29-2022,04:30:54,1,0
10-29-2022,05:00:55,0,0
10-29-2022,05:30:55,0,0
10-29-2022,06:00:56,0,0
10-29-2022,06:30:56,0,0
10-29-2022,07:00:57,0,0
10-29-2022,07:30:57,3,32
10-29-2022,08:00:58,0,5
10-29-2022,08:30:58,0,1
10-29-2022,09:00:58,2,2
10-29-2022,09:30:59,0,6
10-29-2022,10:00:59,2,11
10-29-2022,10:31:00,3,31
10-29-2022,11:01:00,6,30
10-29-2022,11:31:03,2,28
10-29-2022,12:01:04,1,5
10-29-2022,12:31:04,4,9
10-29-2022,13:01:05,1,5
10-29-2022,13:31:05,2,14
10-29-2022,14:01:06,6,35
10-29-2022,14:31:06,6,23
10-29-2022,15:01:07,2,10
10-29-2022,15:31:07,3,23
10-29-2022,16:01:07,3,23
10-29-2022,16:31:08,4,15
10-29-2022,17:01:08,4,17
10-29-2022,17:31:09,2,8
10-29-2022,18:01:09,4,10
10-29-2022,18:31:10,5,13
10-29-2022,19:01:10,2,8
10-29-2022,19:31:10,2,11
10-29-2022,20:01:11,2,6
10-29-2022,20:31:11,3,16
10-29-2022,21:01:12,5,22
10-29-2022,21:31:12,9,35
10-29-2022,22:01:13,13,16
10-29-2022,22:31:13,1,33
10-29-2022,23:01:13,6,30
10-29-2022,23:31:14,1,15
10-30-2022,00:01:14,15,100
10-30-2022,00:31:18,0,1
10-30-2022,01:01:18,4,16
10-30-2022,01:31:19,7,23
10-30-2022,02:01:19,4,17
10-30-2022,02:31:20,2,13
10-30-2022,03:01:20,0,3
10-30-2022,03:31:21,4,19
10-30-2022,04:01:21,0,2
10-30-2022,04:31:21,0,0
10-30-2022,05:01:22,1,10
10-30-2022,05:31:22,0,1
10-30-2022,06:01:23,0,0
10-30-2022,06:31:24,0,0
10-30-2022,07:01:24,1,3
10-30-2022,07:31:25,0,2
10-30-2022,08:01:25,1,12
10-30-2022,08:31:25,1,0
10-30-2022,09:01:26,1,2
10-30-2022,09:31:27,1,4
10-30-2022,10:01:27,1,7
10-30-2022,10:31:28,4,14
10-30-2022,11:01:28,0,5
10-30-2022,11:31:28,5,8
10-30-2022,12:01:29,5,47
10-30-2022,12:31:29,1,7
10-30-2022,13:01:30,4,14
10-30-2022,13:31:31,2,55
10-30-2022,14:01:31,6,17
10-30-2022,14:31:32,1,11
10-30-2022,15:01:33,5,37
10-30-2022,15:31:35,3,62
10-30-2022,16:01:35,5,35
10-30-2022,16:31:35,5,15
10-30-2022,17:01:37,4,75
10-30-2022,17:31:38,3,49
10-30-2022,18:01:38,5,21
10-30-2022,18:31:38,3,16
10-30-2022,19:01:39,4,21
10-30-2022,19:31:39,7,32
10-30-2022,20:01:40,5,27
10-30-2022,20:31:40,2,14
10-30-2022,21:01:41,3,12
10-30-2022,21:31:41,5,19
10-30-2022,22:01:41,5,28
10-30-2022,22:31:42,4,49
10-30-2022,23:01:43,3,21
10-30-2022,23:31:43,5,31
10-31-2022,00:01:44,15,138
10-31-2022,00:31:47,5,59
10-31-2022,01:01:48,5,23
10-31-2022,01:31:48,1,4
10-31-2022,02:01:49,3,13
10-31-2022,02:31:49,4,36
10-31-2022,03:01:50,2,33
10-31-2022,03:31:50,0,6
10-31-2022,04:01:51,0,0
10-31-2022,04:31:51,0,1
10-31-2022,05:01:52,1,0
10-31-2022,05:31:52,0,0
10-31-2022,06:01:53,0,0
10-31-2022,06:31:53,1,0
10-31-2022,07:01:54,1,1
10-31-2022,07:31:54,0,11
10-31-2022,08:01:55,3,15
10-31-2022,08:31:55,1,2
10-31-2022,09:01:56,1,0
10-31-2022,09:31:56,10,14
10-31-2022,10:01:57,12,51
10-31-2022,10:31:57,3,13
10-31-2022,11:01:57,0,11
10-31-2022,11:31:58,3,20
10-31-2022,12:01:58,4,28
10-31-2022,12:31:59,5,9
10-31-2022,13:01:59,2,13
10-31-2022,13:32:00,8,55
10-31-2022,14:02:00,5,13
10-31-2022,14:32:01,1,9
10-31-2022,15:02:01,12,16
10-31-2022,15:32:01,6,27
10-31-2022,16:02:02,2,33
10-31-2022,16:32:04,12,20
10-31-2022,17:02:04,7,25
10-31-2022,17:32:05,5,26
10-31-2022,18:02:05,5,25
10-31-2022,18:32:06,4,10
10-31-2022,19:02:07,3,17
10-31-2022,19:32:07,4,13
10-31-2022,20:02:07,6,39
10-31-2022,20:32:08,4,22
10-31-2022,21:02:08,2,24
10-31-2022,21:32:09,4,25
10-31-2022,22:02:09,3,22
10-31-2022,22:32:10,9,20
10-31-2022,23:02:10,6,28
10-31-2022,23:32:11,5,24
11-01-2022,00:02:11,15,70
11-01-2022,00:32:14,8,35
11-01-2022,01:02:15,8,71
11-01-2022,01:32:15,2,15
11-01-2022,02:02:16,1,14
11-01-2022,02:32:16,2,2
11-01-2022,03:02:17,1,6
11-01-2022,03:32:17,3,7
11-01-2022,04:02:18,0,5
11-01-2022,04:32:18,2,56
11-01-2022,05:02:19,1,0
11-01-2022,05:32:19,0,0
11-01-2022,06:02:20,0,0
11-01-2022,06:32:20,1,1
11-01-2022,07:02:21,0,1
11-01-2022,07:32:22,0,0
11-01-2022,08:02:22,0,3
11-01-2022,08:32:23,1,4
11-01-2022,09:02:23,6,23
11-01-2022,09:32:24,1,7
11-01-2022,10:02:24,5,4
11-01-2022,10:32:25,5,15
11-01-2022,11:02:25,7,15
11-01-2022,11:32:26,1,12
11-01-2022,12:02:24,2,10
11-01-2022,12:32:27,5,21
11-01-2022,13:02:28,3,18
11-01-2022,13:32:28,4,46
11-01-2022,14:02:30,2,33
11-01-2022,14:32:30,0,14
11-01-2022,15:02:30,1,6
11-01-2022,15:32:31,7,34
11-01-2022,16:02:32,3,25
11-01-2022,16:32:32,5,37
11-01-2022,17:02:33,5,25
11-01-2022,17:32:33,5,40
11-01-2022,18:02:34,4,36
11-01-2022,18:32:35,6,27
11-01-2022,19:02:36,5,20
11-01-2022,19:32:36,4,15
11-01-2022,20:02:37,2,19
11-01-2022,20:32:37,3,27
11-02-2022,04:54:18,15,133
11-02-2022,05:24:19,0,1
11-02-2022,05:54:19,1,0
11-02-2022,06:24:20,0,0
11-02-2022,06:54:20,0,1
11-02-2022,07:24:21,1,0
11-02-2022,07:54:21,1,6
11-02-2022,08:24:22,4,9
11-02-2022,08:54:22,2,4
11-02-2022,09:24:23,5,19
11-02-2022,09:54:23,7,20
11-02-2022,10:24:24,3,35
11-02-2022,10:54:24,2,19
11-02-2022,11:24:25,2,13
11-02-2022,11:54:25,2,11
11-02-2022,12:24:26,4,5
11-02-2022,12:54:26,5,46
11-02-2022,13:24:27,8,11
11-02-2022,13:54:27,5,16
11-02-2022,14:24:28,4,20
11-02-2022,14:54:28,3,20
11-02-2022,15:24:29,6,16
11-02-2022,15:54:29,6,35
11-02-2022,16:24:30,4,25
11-02-2022,16:54:30,3,27
11-02-2022,17:24:31,1,33
11-02-2022,17:54:31,9,40
11-02-2022,18:24:32,7,29
11-02-2022,18:54:32,7,26
11-02-2022,19:24:33,6,37
11-02-2022,19:54:33,4,16
11-02-2022,20:24:34,2,24
11-02-2022,20:54:34,5,18
11-02-2022,21:24:35,7,13
11-02-2022,21:54:35,7,23
11-02-2022,22:24:36,9,11
11-02-2022,22:54:36,9,20
11-02-2022,23:24:37,4,28
11-02-2022,23:54:37,2,32
11-03-2022,00:24:38,15,76
11-03-2022,00:54:42,10,53
11-03-2022,01:24:42,3,4
11-03-2022,01:54:43,6,25
11-03-2022,02:24:43,0,4
11-03-2022,02:54:44,2,4
11-03-2022,03:24:44,1,0
11-03-2022,03:54:45,0,0
11-03-2022,04:24:45,0,0
11-03-2022,04:54:46,1,5
11-03-2022,05:24:46,1,3
11-03-2022,05:54:47,0,1
11-03-2022,06:24:47,1,0
11-03-2022,06:54:48,2,19
11-03-2022,07:24:48,0,5
11-03-2022,07:54:49,1,25
11-03-2022,08:24:50,4,18
11-03-2022,08:54:50,2,22
11-03-2022,09:24:51,3,31
11-03-2022,09:54:51,8,11
11-03-2022,10:24:52,4,22
11-03-2022,10:54:52,7,18
11-03-2022,11:24:53,5,21
11-03-2022,11:54:53,6,26
11-03-2022,12:24:54,5,25
11-03-2022,12:54:54,6,35
11-03-2022,13:24:55,6,37
11-03-2022,13:54:55,6,12
11-03-2022,14:24:56,8,41
11-03-2022,14:54:56,2,24
11-03-2022,15:24:57,2,16
11-03-2022,15:54:58,3,32
11-03-2022,16:24:58,2,21
11-03-2022,16:54:59,3,14
11-03-2022,17:24:59,4,31
11-03-2022,17:55:00,4,27
11-03-2022,18:25:00,4,47
11-03-2022,18:55:01,3,19
11-03-2022,19:25:01,4,17
11-03-2022,19:55:01,6,24
11-03-2022,20:25:02,3,28
11-03-2022,20:55:03,5,23
11-03-2022,21:25:03,3,16
11-03-2022,21:55:03,4,20
11-03-2022,22:25:04,6,18
11-03-2022,22:55:04,5,43
11-03-2022,23:25:05,3,29
11-03-2022,23:55:06,4,43
11-04-2022,00:25:07,15,80
11-04-2022,00:55:10,7,40
11-04-2022,01:25:11,6,71
11-04-2022,01:55:11,3,106
11-04-2022,02:25:12,7,9
11-04-2022,02:55:12,3,53
11-04-2022,03:25:13,1,4
11-04-2022,03:55:13,0,0
11-04-2022,04:25:14,0,0
11-04-2022,04:55:14,0,3
11-04-2022,05:25:15,1,3
11-04-2022,05:55:15,1,0
11-04-2022,06:25:16,0,4
11-04-2022,06:55:16,0,1
11-04-2022,07:25:17,0,3
11-04-2022,07:55:17,3,39
11-04-2022,08:25:18,5,25
11-04-2022,08:55:18,2,16
11-04-2022,09:25:19,1,22
11-04-2022,09:55:19,7,17
11-04-2022,10:25:20,5,18
11-04-2022,10:55:20,3,34
11-04-2022,11:25:21,2,23
11-04-2022,11:55:21,4,22
11-04-2022,12:25:22,5,14
11-04-2022,12:55:23,5,23
11-04-2022,13:25:24,4,20
11-04-2022,13:55:24,7,14
11-04-2022,14:25:25,11,25
11-04-2022,14:55:25,6,48
11-04-2022,15:25:26,3,40
11-04-2022,15:55:26,9,36
11-04-2022,16:25:27,1,36
11-04-2022,16:55:28,2,20
11-04-2022,17:25:28,5,28
11-04-2022,17:55:29,4,9
11-04-2022,18:25:29,10,22
11-04-2022,18:55:30,4,39
11-04-2022,19:25:30,3,16
11-04-2022,19:55:31,4,33
11-04-2022,20:25:31,3,11
11-04-2022,20:55:32,6,16
11-04-2022,21:25:33,4,25
11-04-2022,21:55:33,3,21
11-04-2022,22:25:34,3,6
11-04-2022,22:55:34,5,146
11-04-2022,23:25:35,3,15
11-04-2022,23:55:35,1,11
11-05-2022,00:25:36,15,169
11-05-2022,00:55:39,9,206
11-05-2022,01:25:40,8,38
11-05-2022,01:55:40,6,92
11-05-2022,02:25:41,7,41
11-05-2022,02:55:42,3,77
11-05-2022,03:25:42,0,3
11-05-2022,03:55:43,0,1
11-05-2022,04:25:43,0,1
11-05-2022,04:55:44,0,1
11-05-2022,05:25:44,0,1
11-05-2022,05:55:45,3,29
11-05-2022,06:25:45,0,1
11-05-2022,06:55:46,0,2
11-05-2022,07:25:46,2,20
11-05-2022,07:55:47,3,5
11-05-2022,08:25:47,0,5
11-05-2022,08:55:48,2,8
11-05-2022,09:25:49,1,7
11-05-2022,09:55:49,8,50
11-05-2022,10:25:50,5,52
11-05-2022,10:55:50,2,14
11-05-2022,11:25:51,0,8
11-05-2022,11:55:52,2,19
11-05-2022,12:25:52,6,19
11-05-2022,12:55:53,5,24
11-05-2022,13:25:53,2,12
11-05-2022,13:55:54,4,11
11-05-2022,14:25:55,5,18
11-05-2022,14:55:56,3,22
11-05-2022,15:25:56,4,33
11-05-2022,15:55:57,3,28
11-05-2022,16:25:57,1,18
11-05-2022,16:55:58,3,16
11-05-2022,17:25:58,6,20
11-05-2022,17:55:59,4,19
11-05-2022,18:25:59,5,24
11-05-2022,18:56:00,5,27
11-05-2022,19:26:01,7,18
11-05-2022,19:56:01,4,17
11-05-2022,20:26:02,6,17
11-05-2022,20:56:02,6,23
11-05-2022,21:26:03,9,27
11-05-2022,21:56:03,0,28
11-05-2022,22:26:04,4,11
11-05-2022,22:56:04,6,14
11-05-2022,23:26:05,2,14
11-05-2022,23:56:05,6,32
11-06-2022,00:26:06,15,48
11-06-2022,00:56:09,11,167
11-06-2022,01:26:10,7,90
11-06-2022,01:56:11,10,27
11-06-2022,01:26:12,2,13
11-06-2022,01:56:12,9,19
11-06-2022,02:26:13,6,412
11-06-2022,02:56:13,0,2
11-06-2022,03:26:14,2,4
11-06-2022,03:56:14,0,3
11-06-2022,04:26:15,2,5
11-06-2022,04:56:15,1,6
11-06-2022,05:26:16,0,0
11-06-2022,05:56:21,0,0
11-06-2022,06:26:21,0,0
11-06-2022,06:56:22,2,20
11-06-2022,07:26:22,4,189
11-06-2022,07:56:23,3,23
11-06-2022,08:26:23,4,1
11-06-2022,08:56:24,2,13
11-06-2022,09:26:24,2,17
11-06-2022,09:56:25,4,39
11-06-2022,10:26:26,3,25
11-06-2022,10:56:26,3,27
11-06-2022,11:26:27,9,24
11-06-2022,11:56:45,3,24
11-06-2022,12:26:46,4,19
11-06-2022,12:56:54,0,0
11-06-2022,13:26:55,4,16
11-06-2022,13:56:56,2,12
11-06-2022,14:26:56,5,20
11-06-2022,14:57:00,1,28
11-06-2022,15:27:01,1,33
11-06-2022,15:57:01,3,26
11-06-2022,16:27:25,5,7
11-06-2022,16:57:26,2,12
11-06-2022,18:40:06,4,8
11-06-2022,19:10:07,6,11
11-07-2022,13:42:07,15,62
11-07-2022,14:12:08,8,120
11-07-2022,14:42:08,9,25
11-07-2022,15:12:09,4,92
11-07-2022,15:42:09,4,23
11-07-2022,16:12:09,5,71
11-07-2022,16:42:10,10,117
11-07-2022,17:12:10,3,22
11-07-2022,17:42:11,8,25
11-07-2022,18:12:12,8,20
11-07-2022,18:42:12,7,44
11-07-2022,19:12:13,5,35
11-07-2022,19:42:13,7,26
11-07-2022,20:12:14,6,36
11-07-2022,20:42:14,6,18
11-07-2022,21:12:17,3,15
11-07-2022,21:42:17,6,23
11-07-2022,22:12:18,5,33
11-07-2022,22:42:18,7,25
11-07-2022,23:12:19,5,6
11-07-2022,23:42:19,5,20
11-08-2022,00:12:19,15,52
11-08-2022,00:42:23,4,15
11-08-2022,01:12:23,4,11
11-08-2022,01:42:24,4,18
11-08-2022,02:12:24,2,23
11-08-2022,02:42:25,1,4
11-08-2022,03:12:25,0,1
11-08-2022,03:42:26,4,19
11-08-2022,04:12:26,0,1
11-08-2022,04:42:27,0,0
11-08-2022,05:12:27,0,1
11-08-2022,05:42:28,3,10
11-08-2022,06:12:28,1,1
11-08-2022,06:42:28,0,1
11-08-2022,07:12:27,1,8
11-08-2022,07:42:29,3,12
11-08-2022,08:12:30,1,6
11-08-2022,08:42:30,3,42
11-08-2022,09:12:31,6,24
11-08-2022,09:42:31,4,23
11-08-2022,10:12:32,6,16
11-08-2022,10:42:32,1,7
11-08-2022,11:12:33,5,20
11-08-2022,11:42:33,5,51
11-08-2022,12:12:34,3,29
11-08-2022,12:42:34,3,84
11-08-2022,13:12:35,2,28
11-08-2022,13:42:35,1,31
11-08-2022,14:12:36,8,34
11-08-2022,14:42:36,5,30
11-08-2022,15:12:37,4,41
11-08-2022,15:42:37,8,32
11-08-2022,16:12:38,6,38
11-08-2022,16:42:38,6,52
11-08-2022,17:12:39,6,40
11-08-2022,17:42:40,1,21
11-08-2022,18:12:40,2,10
11-08-2022,18:42:41,7,13
11-08-2022,19:12:41,3,24
11-08-2022,19:42:42,3,20
11-08-2022,20:12:42,8,41
11-08-2022,20:42:43,6,29
11-08-2022,21:12:44,5,30
11-08-2022,21:42:44,10,32
11-08-2022,22:12:44,2,35
11-08-2022,22:42:51,8,25
11-08-2022,23:12:52,7,33
11-08-2022,23:42:52,5,20
11-09-2022,00:12:53,15,88
11-09-2022,00:42:56,5,34
11-09-2022,01:12:57,3,16
11-09-2022,01:42:57,6,40
11-09-2022,02:12:57,0,2
11-09-2022,02:42:58,2,10
11-09-2022,03:12:58,1,1
11-09-2022,03:42:59,0,1
11-09-2022,04:13:00,2,3
11-09-2022,04:43:00,1,7
11-09-2022,05:13:01,1,0
11-09-2022,05:43:01,10,128
11-09-2022,06:13:02,1,10
11-09-2022,06:43:02,0,8
11-09-2022,07:13:03,2,9
11-09-2022,07:43:03,2,5
11-09-2022,08:13:04,1,6
11-09-2022,08:43:04,10,44
11-09-2022,09:13:05,1,9
11-09-2022,09:43:05,0,2
11-09-2022,10:13:06,6,38
11-09-2022,10:43:06,3,13
11-09-2022,11:13:07,2,86
11-09-2022,11:43:07,7,12
11-09-2022,12:13:08,5,15
11-09-2022,12:43:09,4,21
11-09-2022,13:13:09,0,37
11-09-2022,13:43:10,4,33
11-09-2022,14:13:10,3,32
11-09-2022,14:43:11,3,17
11-09-2022,15:13:11,7,18
11-09-2022,15:43:12,5,34
11-09-2022,16:13:13,7,23
11-09-2022,16:43:13,5,25
11-09-2022,17:13:14,11,20
11-09-2022,17:43:15,4,18
11-09-2022,18:13:16,5,17
11-09-2022,18:43:16,5,8
11-09-2022,19:13:16,5,26
11-09-2022,19:43:17,2,23
11-09-2022,20:13:17,7,24
11-09-2022,20:43:18,4,36
11-09-2022,21:13:18,3,18
11-09-2022,21:43:19,9,39
11-09-2022,22:13:20,8,21
11-09-2022,22:43:20,5,33
11-09-2022,23:13:21,5,37
11-09-2022,23:43:21,4,20
11-10-2022,00:13:22,15,96
11-10-2022,00:43:25,13,106
11-10-2022,01:13:26,5,22
11-10-2022,01:43:27,1,0
11-10-2022,02:13:28,2,6
11-10-2022,02:43:28,0,1
11-10-2022,03:13:29,2,1
11-10-2022,03:43:29,3,18
11-10-2022,04:13:30,0,0
11-10-2022,04:43:30,0,0
11-10-2022,05:13:31,0,0
11-10-2022,05:43:31,0,4
11-10-2022,06:13:32,0,0
11-10-2022,06:43:32,7,48
11-10-2022,07:13:35,1,91
11-10-2022,07:43:36,6,40
11-10-2022,08:13:36,8,71
11-10-2022,08:43:42,2,4
11-10-2022,09:13:43,3,11
11-10-2022,09:43:44,2,7
11-10-2022,10:13:50,3,17
11-10-2022,10:43:51,1,0
11-10-2022,11:13:51,5,22
11-10-2022,11:43:52,5,17
11-10-2022,12:13:53,2,9
11-10-2022,12:43:53,5,22
11-10-2022,13:13:54,5,9
11-10-2022,13:43:54,2,16
11-10-2022,14:13:55,0,8
11-10-2022,14:43:53,4,17
11-10-2022,15:13:56,0,8
11-10-2022,15:43:56,4,16
11-10-2022,16:13:57,5,20
11-10-2022,16:43:58,11,28
11-10-2022,17:13:59,4,27
11-10-2022,17:43:59,4,31
11-10-2022,18:14:00,6,18
11-10-2022,18:44:00,3,13
