Date,Time,NewPosts,NewComments
11-28-2022,13:35:13,6,56
11-28-2022,14:05:14,8,37
11-28-2022,14:35:15,4,17
11-28-2022,15:05:15,3,14
11-28-2022,15:35:16,5,23
11-28-2022,16:05:16,3,17
11-28-2022,16:35:17,5,14
11-28-2022,17:05:17,4,20
11-28-2022,17:35:18,0,14
11-28-2022,18:05:19,0,8
11-28-2022,18:35:19,4,7
11-28-2022,19:05:20,1,7
11-28-2022,19:35:20,2,14
11-28-2022,20:05:21,2,20
11-28-2022,20:35:21,6,48
11-28-2022,21:05:22,3,5
11-28-2022,21:35:23,5,25
11-28-2022,22:05:23,2,19
11-28-2022,22:35:24,4,12
11-28-2022,23:05:24,2,13
11-28-2022,23:35:25,4,15
11-29-2022,00:05:26,15,96
11-29-2022,00:35:29,4,13
11-29-2022,01:05:30,2,12
11-29-2022,01:35:30,3,2
11-29-2022,02:05:31,2,8
11-29-2022,02:35:31,3,28
11-29-2022,03:05:32,1,9
11-29-2022,03:35:32,1,5
11-29-2022,04:05:33,1,9
11-29-2022,04:35:33,0,0
11-29-2022,05:05:34,0,0
11-29-2022,05:35:34,0,0
11-29-2022,06:05:35,0,0
11-29-2022,06:35:35,1,1
11-29-2022,07:05:36,0,2
11-29-2022,07:35:37,2,0
11-29-2022,08:05:37,0,10
11-29-2022,08:35:38,1,5
11-29-2022,09:05:39,1,9
11-29-2022,09:35:39,0,6
11-29-2022,10:05:40,1,9
11-29-2022,10:35:40,3,13
11-29-2022,11:05:40,5,6
11-29-2022,11:35:41,2,10
11-29-2022,12:05:42,3,14
11-29-2022,12:35:42,6,27
11-29-2022,13:05:43,2,18
11-29-2022,13:35:43,2,12
11-29-2022,14:05:44,1,17
11-29-2022,14:35:44,5,24
11-29-2022,15:05:45,1,10
11-29-2022,15:35:45,5,37
11-29-2022,16:05:46,1,5
11-29-2022,16:35:46,5,21
11-29-2022,17:05:47,2,16
11-29-2022,17:35:47,7,18
11-29-2022,18:05:48,7,42
11-29-2022,18:35:48,6,24
11-29-2022,19:05:49,3,12
11-29-2022,19:35:49,4,13
11-29-2022,20:05:50,3,13
11-29-2022,20:35:51,6,18
11-29-2022,21:05:51,8,67
11-29-2022,21:35:52,7,29
11-29-2022,22:05:52,5,16
11-29-2022,22:35:53,4,24
11-29-2022,23:05:51,5,29
11-29-2022,23:35:54,3,22
11-30-2022,00:05:54,15,62
11-30-2022,00:35:58,6,80
11-30-2022,01:05:58,3,29
11-30-2022,01:35:59,4,10
11-30-2022,02:05:59,6,69
11-30-2022,02:36:00,3,1
11-30-2022,03:06:00,3,6
11-30-2022,03:36:01,0,5
11-30-2022,04:06:01,1,5
11-30-2022,04:36:02,1,3
11-30-2022,05:06:02,0,0
11-30-2022,05:36:03,0,0
11-30-2022,06:06:03,0,0
11-30-2022,06:36:04,0,0
11-30-2022,07:06:05,0,0
11-30-2022,07:36:05,0,3
11-30-2022,08:06:05,0,3
11-30-2022,08:36:06,3,7
11-30-2022,09:06:06,5,6
11-30-2022,09:36:07,8,15
11-30-2022,10:06:08,2,12
11-30-2022,10:36:08,6,27
11-30-2022,11:06:09,4,15
11-30-2022,11:36:09,6,16
11-30-2022,12:06:10,2,18
11-30-2022,12:36:10,4,23
11-30-2022,13:06:11,9,29
11-30-2022,13:36:12,5,35
11-30-2022,14:06:12,5,32
11-30-2022,14:36:13,3,14
11-30-2022,15:06:13,4,23
11-30-2022,15:36:14,3,30
11-30-2022,16:06:14,2,20
11-30-2022,16:36:15,3,27
11-30-2022,17:06:15,5,22
11-30-2022,17:36:15,5,38
11-30-2022,18:06:16,6,22
11-30-2022,18:36:16,3,33
11-30-2022,19:06:17,2,26
11-30-2022,19:36:19,8,26
11-30-2022,20:06:19,5,26
11-30-2022,20:36:20,3,41
11-30-2022,21:06:20,3,29
11-30-2022,21:36:28,9,58
11-30-2022,22:06:28,3,32
11-30-2022,22:36:29,4,40
11-30-2022,23:06:30,5,23
11-30-2022,23:36:31,4,33
12-01-2022,00:06:31,15,107
12-01-2022,00:36:35,7,68
12-01-2022,01:06:35,10,71
12-01-2022,01:36:36,3,22
12-01-2022,02:06:36,7,61
12-01-2022,02:36:37,4,13
12-01-2022,03:06:37,1,4
12-01-2022,03:36:38,0,1
12-01-2022,04:06:38,2,1
12-01-2022,04:36:39,5,16
12-01-2022,05:06:39,3,17
12-01-2022,05:36:40,3,3
12-01-2022,06:06:41,0,0
12-01-2022,06:36:41,0,0
12-01-2022,07:06:42,0,1
12-01-2022,07:36:42,2,5
12-01-2022,08:06:43,1,6
12-01-2022,08:36:44,1,12
12-01-2022,09:06:44,5,21
12-01-2022,09:36:45,1,9
12-01-2022,10:06:45,4,16
12-01-2022,10:36:46,2,11
12-01-2022,11:06:46,2,15
12-01-2022,11:36:47,4,13
12-01-2022,12:06:48,1,14
12-01-2022,12:36:48,3,23
12-01-2022,13:06:49,2,39
12-01-2022,13:36:50,5,12
12-01-2022,14:06:51,5,14
12-01-2022,14:36:51,2,12
12-01-2022,15:06:52,10,35
12-01-2022,15:36:55,2,22
12-01-2022,16:06:56,4,18
12-01-2022,16:36:57,3,6
12-01-2022,17:06:58,4,8
12-01-2022,17:36:59,4,10
12-01-2022,18:06:59,4,25
12-01-2022,18:37:00,1,16
12-01-2022,19:47:30,6,38
12-01-2022,20:17:38,4,62
12-01-2022,20:47:39,4,17
12-01-2022,21:17:40,3,12
12-01-2022,21:47:41,7,13
12-01-2022,22:17:50,5,23
12-01-2022,22:47:50,1,15
12-01-2022,23:17:51,2,25
12-01-2022,23:47:52,6,16
12-02-2022,00:17:55,15,133
12-02-2022,00:48:00,6,29
12-02-2022,01:18:07,0,0
12-02-2022,02:00:19,7,58
12-02-2022,02:30:20,1,7
12-02-2022,03:00:32,2,41
12-02-2022,03:30:32,1,8
12-02-2022,04:00:33,0,1
12-02-2022,04:30:33,3,13
12-02-2022,14:57:29,0,3
12-02-2022,15:27:30,3,25
12-02-2022,15:57:31,10,43
12-02-2022,16:27:31,3,20
12-02-2022,16:57:32,6,20
12-02-2022,17:27:32,8,66
12-02-2022,17:57:33,9,34
12-02-2022,18:27:33,5,28
12-02-2022,18:57:34,2,24
12-02-2022,19:27:34,1,18
12-02-2022,19:57:35,0,13
12-02-2022,20:27:35,3,9
12-02-2022,20:57:36,8,39
12-02-2022,21:27:37,7,36
12-02-2022,21:57:37,7,29
12-02-2022,22:27:38,2,22
12-02-2022,22:57:39,2,17
12-02-2022,23:27:39,5,26
12-02-2022,23:57:40,1,23
12-03-2022,00:27:40,15,178
12-03-2022,00:57:44,11,109
12-03-2022,01:27:44,9,34
12-03-2022,01:57:45,6,18
12-03-2022,02:27:46,4,50
12-03-2022,02:57:46,0,8
12-03-2022,03:27:47,1,0
12-03-2022,03:57:47,1,3
12-03-2022,04:27:48,0,0
12-03-2022,04:57:48,1,0
12-03-2022,05:27:49,0,11
12-03-2022,05:57:49,0,1
12-03-2022,06:27:50,3,3
12-03-2022,06:57:50,0,2
12-03-2022,07:27:51,2,39
12-03-2022,07:57:51,3,0
12-03-2022,08:27:52,3,2
12-03-2022,08:57:52,0,3
12-03-2022,09:27:53,2,13
12-03-2022,09:57:53,1,7
12-03-2022,10:27:54,4,32
12-03-2022,10:57:54,2,26
12-03-2022,11:27:55,4,41
12-03-2022,11:57:55,6,42
12-03-2022,12:27:56,2,14
12-03-2022,12:57:56,3,23
12-03-2022,13:27:57,3,15
12-03-2022,13:57:57,1,24
12-03-2022,14:27:58,5,29
12-03-2022,14:57:58,3,20
12-03-2022,15:27:59,3,14
12-03-2022,15:57:59,7,22
12-03-2022,16:28:00,9,44
12-03-2022,16:58:00,3,19
12-03-2022,17:28:01,4,22
12-03-2022,17:58:01,4,17
12-03-2022,18:28:02,3,12
12-03-2022,18:58:02,2,19
12-03-2022,19:28:03,1,25
12-03-2022,19:58:03,6,11
12-03-2022,20:28:04,2,14
12-03-2022,20:58:04,2,10
12-03-2022,21:28:05,1,9
12-03-2022,21:58:05,4,62
12-03-2022,22:28:06,9,36
12-03-2022,22:58:07,5,12
12-03-2022,23:28:07,3,26
12-03-2022,23:58:08,4,21
12-04-2022,00:28:08,15,141
12-04-2022,00:58:12,8,99
12-04-2022,01:28:13,5,58
12-04-2022,01:58:13,4,11
12-04-2022,02:28:14,0,7
12-04-2022,02:58:14,3,22
12-04-2022,03:28:15,0,0
12-04-2022,03:58:15,0,4
12-04-2022,04:28:16,0,3
12-04-2022,04:58:16,0,0
12-04-2022,05:28:17,0,0
12-04-2022,05:58:17,1,0
12-04-2022,06:28:18,11,59
12-04-2022,06:58:18,0,1
12-04-2022,07:28:19,0,1
12-04-2022,07:58:19,1,1
12-04-2022,08:28:20,0,3
12-04-2022,08:58:20,2,5
12-04-2022,09:28:21,0,2
12-04-2022,09:58:21,2,6
12-04-2022,10:28:22,8,103
12-04-2022,10:58:22,4,29
12-04-2022,11:28:23,2,7
12-04-2022,11:58:23,6,30
12-04-2022,12:28:24,2,20
12-04-2022,12:58:25,1,20
12-04-2022,13:28:25,6,16
12-04-2022,13:58:26,3,13
12-04-2022,14:28:26,5,11
12-04-2022,14:58:27,1,38
12-04-2022,15:28:27,8,28
12-04-2022,15:58:28,5,32
12-04-2022,16:28:28,7,54
12-04-2022,16:58:29,3,28
12-04-2022,17:28:30,4,36
12-04-2022,17:58:30,5,365
12-04-2022,18:28:30,3,20
12-04-2022,18:58:31,7,19
12-04-2022,19:28:32,6,27
12-04-2022,19:58:32,3,13
12-04-2022,20:28:33,5,21
12-04-2022,20:58:33,3,21
12-04-2022,21:28:34,10,28
12-04-2022,21:58:34,5,49
12-04-2022,22:28:35,5,24
12-04-2022,22:58:35,6,17
12-04-2022,23:28:36,2,26
12-04-2022,23:58:37,3,20
12-05-2022,00:28:37,15,45
12-05-2022,00:58:41,5,49
12-05-2022,01:28:41,9,76
12-05-2022,01:58:42,3,37
12-05-2022,02:28:42,0,1
12-05-2022,02:58:43,0,0
12-05-2022,03:28:43,1,330
12-05-2022,03:58:44,0,0
12-05-2022,04:28:45,1,0
12-05-2022,04:58:45,0,0
12-05-2022,05:28:46,0,0
12-05-2022,05:58:46,0,1
12-05-2022,06:28:47,0,0
12-05-2022,06:58:47,0,1
12-05-2022,07:28:48,1,0
12-05-2022,07:58:48,0,10
12-05-2022,08:28:49,3,20
12-05-2022,08:58:49,2,17
12-05-2022,09:28:50,2,4
12-05-2022,09:58:50,4,48
12-05-2022,10:28:51,4,8
12-05-2022,10:58:51,8,11
12-05-2022,11:28:52,7,41
12-05-2022,11:58:52,4,11
12-05-2022,12:28:53,1,14
12-05-2022,12:58:54,3,11
12-05-2022,13:28:54,4,15
12-05-2022,13:58:55,5,102
12-05-2022,14:28:55,4,18
12-05-2022,14:58:56,6,9
12-05-2022,15:28:56,4,19
12-05-2022,15:58:57,2,12
12-05-2022,16:28:58,2,15
12-05-2022,16:58:58,2,16
12-05-2022,17:28:59,4,19
12-05-2022,17:58:59,5,11
12-05-2022,18:29:00,2,9
12-05-2022,18:59:00,4,13
12-05-2022,19:29:01,1,19
12-05-2022,19:59:02,6,45
12-05-2022,20:29:02,4,23
12-05-2022,20:59:03,2,4
12-05-2022,21:29:03,3,36
12-05-2022,21:59:04,4,26
12-05-2022,22:29:04,3,19
12-05-2022,22:59:07,2,14
12-05-2022,23:29:07,5,20
12-05-2022,23:59:08,4,24
12-06-2022,00:29:08,15,172
12-06-2022,00:59:12,7,49
12-06-2022,01:29:12,2,4
12-06-2022,01:59:13,3,3
12-06-2022,02:29:17,3,16
12-06-2022,02:59:18,2,2
12-06-2022,03:29:18,0,1
12-06-2022,03:59:19,0,0
12-06-2022,04:29:19,0,3
12-06-2022,04:59:20,1,9
12-06-2022,05:29:20,0,0
12-06-2022,05:59:21,0,0
12-06-2022,06:29:21,0,0
12-06-2022,06:59:25,1,3
12-06-2022,07:29:25,0,0
12-06-2022,07:59:25,1,6
12-06-2022,08:29:26,2,3
12-06-2022,08:59:27,2,19
12-06-2022,09:29:27,4,94
12-06-2022,09:59:28,1,7
12-06-2022,10:29:29,6,29
12-06-2022,10:59:29,2,15
12-06-2022,11:29:30,3,14
12-06-2022,11:59:30,4,27
12-06-2022,12:29:32,5,20
12-06-2022,12:59:32,4,42
12-06-2022,13:29:33,3,18
12-06-2022,13:59:34,1,21
12-06-2022,14:29:34,4,40
12-06-2022,14:59:35,1,31
12-06-2022,15:29:38,5,25
12-06-2022,15:59:38,2,15
12-06-2022,16:29:39,6,20
12-06-2022,16:59:40,3,11
12-06-2022,17:29:40,2,6
12-06-2022,17:59:41,5,20
12-06-2022,18:29:41,10,27
12-06-2022,18:59:42,4,36
12-06-2022,19:29:42,3,32
12-06-2022,19:59:43,8,48
12-06-2022,20:29:44,4,67
12-06-2022,20:59:45,9,37
12-06-2022,21:29:46,8,365
12-06-2022,21:59:46,8,56
12-06-2022,22:29:47,6,25
12-06-2022,22:59:47,5,31
12-06-2022,23:29:48,6,17
12-06-2022,23:59:49,4,22
12-07-2022,00:29:50,15,426
12-07-2022,01:00:00,10,50
12-07-2022,01:30:01,9,47
12-07-2022,02:00:02,4,59
12-07-2022,02:30:02,10,47
12-07-2022,03:00:03,1,3
12-07-2022,03:30:03,6,11
12-07-2022,04:00:04,2,7
12-07-2022,04:30:05,0,0
12-07-2022,05:00:05,0,2
12-07-2022,05:30:06,0,2
12-07-2022,06:00:06,0,0
12-07-2022,06:30:07,0,0
12-07-2022,07:00:07,0,3
12-07-2022,07:30:08,5,19
12-07-2022,08:00:08,1,5
12-07-2022,08:30:09,6,16
12-07-2022,09:00:09,5,25
12-07-2022,09:30:10,4,70
12-07-2022,10:00:10,1,10
12-07-2022,10:30:11,0,14
12-07-2022,11:00:11,3,14
12-07-2022,11:30:12,2,23
12-07-2022,12:00:12,9,21
12-07-2022,12:30:13,6,32
12-07-2022,15:58:26,11,75
12-07-2022,16:28:32,6,38
12-07-2022,16:58:44,3,27
12-07-2022,17:28:45,2,7
12-07-2022,17:58:46,7,53
12-07-2022,18:28:47,3,16
12-07-2022,18:59:49,5,29
12-07-2022,19:44:03,8,18
12-07-2022,21:50:03,4,4
12-07-2022,22:20:04,7,39
12-07-2022,22:50:05,2,18
12-07-2022,23:20:05,7,36
12-07-2022,23:50:06,0,20
12-08-2022,00:20:06,15,108
12-08-2022,00:50:10,13,234
12-08-2022,01:20:10,8,47
12-08-2022,01:50:11,4,19
12-08-2022,02:20:11,1,3
12-08-2022,02:50:11,15,24
12-08-2022,03:20:12,0,1
12-08-2022,03:50:12,0,0
12-08-2022,04:20:13,0,2
12-08-2022,04:50:13,0,0
12-08-2022,05:20:14,0,0
12-08-2022,05:50:14,0,2
12-08-2022,06:20:15,1,11
12-08-2022,06:50:15,0,3
12-08-2022,07:20:16,3,19
12-08-2022,07:50:16,4,4
12-08-2022,08:20:17,3,17
12-08-2022,08:50:17,4,29
12-08-2022,09:20:18,10,20
12-08-2022,09:50:18,4,27
12-08-2022,10:20:19,11,34
12-08-2022,10:50:19,6,18
12-08-2022,11:20:20,8,27
12-08-2022,11:50:20,6,22
12-08-2022,12:20:21,3,26
12-08-2022,12:50:22,7,25
12-08-2022,13:20:22,2,39
12-08-2022,13:50:22,6,57
12-08-2022,14:20:23,4,28
12-08-2022,14:50:24,5,39
12-08-2022,15:20:24,3,16
12-08-2022,15:50:25,3,16
12-08-2022,16:20:26,4,23
12-08-2022,16:50:26,2,18
12-08-2022,17:20:27,6,23
12-08-2022,17:50:27,5,8
12-08-2022,18:20:28,2,16
12-08-2022,18:50:28,3,28
12-08-2022,19:20:29,4,17
12-08-2022,19:50:29,4,26
12-08-2022,20:20:30,6,47
12-08-2022,20:50:30,1,13
12-08-2022,21:20:31,2,16
12-08-2022,21:50:31,3,21
12-08-2022,22:20:32,5,31
12-08-2022,22:50:32,2,18
12-08-2022,23:20:33,4,16
12-08-2022,23:50:34,1,11
12-09-2022,00:20:35,15,322
12-09-2022,00:50:38,9,59
12-09-2022,01:20:39,0,14
12-09-2022,01:50:39,2,7
12-09-2022,02:20:40,5,64
12-09-2022,02:50:40,0,0
12-09-2022,03:20:41,1,11
12-09-2022,03:50:41,1,1
12-09-2022,04:20:42,0,0
12-09-2022,04:50:42,0,0
12-09-2022,05:20:43,0,0
12-09-2022,05:50:43,1,4
12-09-2022,06:20:44,3,30
12-09-2022,06:50:44,0,0
12-09-2022,07:20:44,2,17
12-09-2022,07:50:45,0,2
12-09-2022,08:20:45,0,1
12-09-2022,08:50:46,3,9
12-09-2022,09:20:46,2,8
12-09-2022,09:50:47,3,5
12-09-2022,10:20:48,9,25
12-09-2022,10:50:48,4,45
12-09-2022,11:20:49,5,11
12-09-2022,11:50:49,2,37
12-09-2022,12:20:50,4,17
12-09-2022,12:50:50,8,15
12-09-2022,13:20:50,6,30
12-09-2022,13:50:51,3,31
12-09-2022,14:20:51,6,26
12-09-2022,14:50:52,7,37
12-09-2022,15:20:52,7,63
12-09-2022,15:50:53,5,46
12-09-2022,16:20:54,6,34
12-09-2022,16:50:54,3,16
12-09-2022,17:20:55,1,14
12-09-2022,17:50:55,5,16
12-09-2022,18:20:56,5,15
12-09-2022,18:50:56,6,17
12-09-2022,19:20:57,9,30
12-09-2022,19:50:57,5,18
12-09-2022,20:20:57,3,15
12-09-2022,20:50:58,3,22
12-09-2022,21:20:58,5,29
12-09-2022,21:50:59,8,14
12-09-2022,22:20:59,3,11
12-09-2022,22:51:00,3,9
12-09-2022,23:21:00,4,10
12-09-2022,23:51:01,3,23
12-10-2022,00:21:01,15,108
12-10-2022,00:51:05,11,30
12-10-2022,01:21:06,9,57
12-10-2022,01:51:06,5,44
12-10-2022,02:21:07,2,7
12-10-2022,02:51:07,5,7
12-10-2022,03:21:08,0,1
12-10-2022,03:51:08,0,0
12-10-2022,04:21:08,0,2
12-10-2022,04:51:09,1,1
12-10-2022,05:21:09,0,0
12-10-2022,05:51:10,0,0
12-10-2022,06:21:10,0,0
12-10-2022,06:51:11,0,0
12-10-2022,07:21:11,0,6
12-10-2022,07:51:12,4,15
12-10-2022,08:21:12,3,110
12-10-2022,08:51:13,1,5
12-10-2022,09:21:13,1,3
12-10-2022,09:51:14,2,11
12-10-2022,10:21:15,5,26
12-10-2022,10:51:15,8,25
12-10-2022,11:21:16,4,23
12-10-2022,11:51:16,7,40
12-10-2022,12:21:17,3,20
12-10-2022,12:51:17,2,16
12-10-2022,13:21:18,6,30
12-10-2022,13:51:18,8,25
12-10-2022,14:21:19,3,21
12-10-2022,14:51:19,4,32
12-10-2022,15:21:20,9,15
12-10-2022,15:51:20,3,13
12-10-2022,16:21:21,5,32
12-10-2022,16:51:21,8,28
12-10-2022,17:21:22,2,18
12-10-2022,17:51:22,10,19
12-10-2022,18:21:23,7,131
12-10-2022,18:51:23,6,26
12-10-2022,19:21:24,3,14
12-10-2022,19:51:24,5,15
12-10-2022,20:21:25,3,77
12-10-2022,20:51:26,5,3
12-10-2022,21:21:26,3,1
12-10-2022,21:51:27,4,19
12-10-2022,22:21:27,4,19
12-10-2022,22:51:28,5,38
12-10-2022,23:21:28,4,9
12-10-2022,23:51:29,2,23
12-11-2022,00:21:29,15,82
12-11-2022,00:51:33,4,20
12-11-2022,01:21:33,6,26
12-11-2022,01:51:34,10,142
12-11-2022,02:21:34,1,4
12-11-2022,02:51:35,5,8
12-11-2022,03:21:35,1,8
12-11-2022,03:51:36,0,0
12-11-2022,04:21:36,0,0
12-11-2022,04:51:37,0,1
12-11-2022,05:21:37,1,2
12-11-2022,05:51:38,0,0
12-11-2022,06:21:38,0,0
12-11-2022,06:51:39,0,0
12-11-2022,07:21:39,0,1
12-11-2022,07:51:40,0,0
12-11-2022,08:21:40,1,1
12-11-2022,08:51:41,6,165
12-11-2022,09:21:41,4,16
12-11-2022,09:51:42,0,1
12-11-2022,10:21:42,2,5
12-11-2022,10:51:43,10,391
12-11-2022,11:21:44,3,15
12-11-2022,11:51:44,6,11
12-11-2022,12:21:45,8,24
12-11-2022,12:51:45,5,23
12-11-2022,13:21:46,3,10
12-11-2022,13:51:46,2,17
12-11-2022,14:21:46,11,38
12-11-2022,14:51:47,3,9
12-11-2022,15:21:47,5,26
12-11-2022,15:51:48,4,21
12-11-2022,16:21:48,1,19
12-11-2022,16:51:49,3,13
12-11-2022,17:21:49,3,10
12-11-2022,17:51:50,3,14
12-11-2022,18:21:50,4,12
12-11-2022,18:51:51,5,13
12-11-2022,19:21:52,6,24
12-11-2022,19:51:52,3,19
12-11-2022,20:21:53,9,21
12-11-2022,20:51:54,5,20
12-11-2022,21:21:54,6,8
12-11-2022,21:51:55,2,2
12-11-2022,22:21:55,4,24
12-11-2022,22:51:56,1,10
12-11-2022,23:21:56,6,30
12-11-2022,23:51:57,4,18
12-12-2022,00:21:58,15,81
12-12-2022,00:52:01,7,142
12-12-2022,01:22:02,3,8
12-12-2022,01:52:02,2,5
12-12-2022,02:22:03,2,15
12-12-2022,02:52:03,2,7
12-12-2022,03:22:04,0,0
12-12-2022,03:52:04,0,0
12-12-2022,04:22:05,0,1
12-12-2022,04:52:05,4,33
12-12-2022,05:22:06,0,2
12-12-2022,05:52:06,1,1
12-12-2022,06:22:07,0,0
12-12-2022,06:52:07,0,1
12-12-2022,07:22:08,0,2
12-12-2022,07:52:08,0,0
12-12-2022,08:22:09,2,4
12-12-2022,08:52:09,1,8
12-12-2022,09:22:10,1,31
12-12-2022,09:52:10,2,6
12-12-2022,10:22:11,5,24
12-12-2022,10:52:12,2,18
12-12-2022,11:22:12,4,41
12-12-2022,11:52:13,6,11
12-12-2022,12:22:13,3,13
12-12-2022,12:52:14,7,36
12-12-2022,13:22:14,4,47
12-12-2022,13:52:15,1,16
12-12-2022,14:22:15,2,28
12-12-2022,14:52:16,4,8
12-12-2022,15:22:16,8,16
12-12-2022,15:52:17,8,27
12-12-2022,16:22:18,3,17
12-12-2022,16:52:18,4,16
12-12-2022,17:22:18,2,23
12-12-2022,17:52:19,2,18
12-12-2022,18:22:20,6,35
12-12-2022,18:52:20,2,22
12-12-2022,19:22:21,4,16
12-12-2022,19:52:21,3,21
12-12-2022,20:22:22,8,23
12-12-2022,20:52:22,7,25
12-12-2022,21:22:23,6,16
12-12-2022,21:52:23,7,22
12-12-2022,22:22:25,6,23
12-12-2022,22:52:25,5,43
12-12-2022,23:22:26,2,15
12-12-2022,23:52:26,5,10
12-13-2022,00:22:27,15,112
12-13-2022,00:52:30,5,20
12-13-2022,01:22:31,3,8
12-13-2022,01:52:31,9,24
12-13-2022,02:22:31,5,33
12-13-2022,02:52:32,7,29
12-13-2022,03:22:33,0,1
12-13-2022,03:52:33,0,0
12-13-2022,04:22:34,0,1
12-13-2022,04:52:34,0,0
12-13-2022,05:22:34,4,26
12-13-2022,05:52:35,0,0
12-13-2022,06:22:35,0,0
12-13-2022,06:52:36,0,2
12-13-2022,07:22:36,1,0
12-13-2022,07:52:37,1,7
12-13-2022,08:22:37,3,16
12-13-2022,08:52:38,3,28
12-13-2022,09:22:38,5,32
12-13-2022,09:52:39,5,9
12-13-2022,10:22:39,1,6
12-13-2022,10:52:40,4,32
12-13-2022,11:22:41,6,46
12-13-2022,11:52:41,6,142
12-13-2022,12:22:42,6,30
12-13-2022,12:52:42,10,16
12-13-2022,13:22:43,3,22
12-13-2022,13:52:43,4,12
12-13-2022,14:22:43,2,21
12-13-2022,14:52:44,4,13
12-13-2022,15:22:45,7,23
12-13-2022,15:52:46,3,35
12-13-2022,16:22:46,3,12
12-13-2022,16:52:47,1,20
12-13-2022,17:22:47,5,17
12-13-2022,17:52:49,3,20
12-13-2022,18:22:50,7,13
12-13-2022,18:52:50,0,12
12-13-2022,19:22:51,5,21
12-13-2022,19:52:51,2,11
12-13-2022,20:22:52,4,23
12-13-2022,20:52:52,4,9
12-13-2022,21:22:53,3,8
12-13-2022,21:52:53,3,13
12-13-2022,22:22:54,2,20
12-13-2022,22:52:55,5,17
12-13-2022,23:22:55,7,21
12-13-2022,23:52:55,5,17
12-14-2022,00:22:56,15,210
12-14-2022,00:53:00,14,51
12-14-2022,01:23:05,5,15
12-14-2022,01:53:06,3,5
12-14-2022,02:23:06,1,4
12-14-2022,02:53:07,2,5
12-14-2022,03:23:07,0,1
12-14-2022,03:53:08,2,0
12-14-2022,04:23:08,0,0
12-14-2022,04:53:09,0,0
12-14-2022,05:23:09,0,2
12-14-2022,05:53:10,0,0
12-14-2022,06:23:10,0,0
12-14-2022,06:53:11,0,0
12-14-2022,07:23:11,1,12
12-14-2022,07:53:11,3,5
12-14-2022,08:23:12,1,13
12-14-2022,08:53:12,2,15
12-14-2022,09:23:13,5,28
12-14-2022,09:53:14,3,20
12-14-2022,10:23:14,4,29
12-14-2022,10:53:15,2,5
12-14-2022,11:23:16,6,16
12-14-2022,11:53:16,3,19
12-14-2022,12:23:17,7,34
12-14-2022,12:53:17,4,22
12-14-2022,13:23:18,2,11
12-14-2022,13:53:18,3,21
12-14-2022,14:23:19,0,10
12-14-2022,20:48:29,11,80
12-14-2022,21:18:30,7,51
12-14-2022,21:48:31,5,31
12-14-2022,22:18:35,8,25
12-14-2022,22:48:36,6,23
12-14-2022,23:18:37,0,17
12-15-2022,08:08:11,15,180
12-15-2022,08:38:12,2,9
12-15-2022,09:08:12,3,15
12-15-2022,09:38:13,1,4
12-15-2022,10:08:13,6,29
12-15-2022,10:38:14,5,11
12-15-2022,11:08:14,8,64
12-15-2022,11:38:15,8,58
12-15-2022,12:08:15,6,18
12-15-2022,12:38:16,4,26
12-15-2022,13:08:16,6,25
12-15-2022,13:38:17,3,17
12-15-2022,14:08:17,3,10
12-15-2022,14:38:18,5,20
12-15-2022,15:08:18,1,6
12-15-2022,15:38:19,2,20
12-15-2022,16:08:20,3,42
12-15-2022,16:38:20,2,22
12-15-2022,17:08:21,3,20
12-15-2022,17:38:21,4,23
12-15-2022,18:08:22,2,13
12-15-2022,18:38:22,9,15
12-15-2022,19:08:23,2,17
12-15-2022,19:38:23,2,16
12-15-2022,20:08:24,3,22
12-15-2022,20:38:24,5,33
12-15-2022,21:08:25,4,11
12-15-2022,21:38:25,11,19
12-15-2022,22:08:26,7,19
12-15-2022,22:38:26,5,34
12-15-2022,23:08:27,7,54
12-15-2022,23:38:27,4,10
12-16-2022,00:08:28,15,99
12-16-2022,00:38:31,8,33
12-16-2022,01:08:32,5,13
